71.8338399189 %	0.787680601185
72.2897669706 %	0.78478115355
72.4037487335 %	0.784054616297
72.5050658561 %	0.782923107139
73.0749746707 %	0.76624586487
72.8850050659 %	0.771024135043
73.0116514691 %	0.767071828099
73.6955420466 %	0.7427460754
73.9614994934 %	0.743427806682
73.4042553191 %	0.754755272776
74.2654508612 %	0.734774534821
74.6833839919 %	0.729758950362
74.6707193516 %	0.725407337619
74.1641337386 %	0.733308003615
74.3794326241 %	0.738042126402
74.3287740628 %	0.736496127
74.5567375887 %	0.732098066191
74.9746707194 %	0.712815102118
74.1767983789 %	0.731925054711
74.0881458967 %	0.736238144812
